# x_ref_m; y_ref_m; width_right_m; width_left_m; x_normvec_m; y_normvec_m; alpha_m; s_racetraj_m; psi_racetraj_rad; kappa_racetraj_radpm; vx_racetraj_mps; ax_racetraj_mps2
8.4714130; 0.7787348; 0.4764967; 0.4181495; 0.9354481; -0.3534641; -0.0076889; 32.3545890; -0.3660204; 0.4700989; 3.9293911; 2.7071755
8.5332587; 0.9685597; 0.4338709; 0.4612478; 0.9634345; -0.2679441; -0.0067939; 32.5536450; -0.2793534; 0.3984461; 4.0646401; 3.3802970
8.5792975; 1.1628426; 0.3951511; 0.5012569; 0.9807326; -0.1953552; -0.0052647; 32.7529055; -0.2066562; 0.3300511; 4.2274476; 4.0616862
8.6122086; 1.3597899; 0.3600078; 0.5376519; 0.9906257; -0.1366042; -0.0034318; 32.9523595; -0.1473424; 0.2642847; 4.4151397; 4.8046905
8.6348204; 1.5581971; 0.3287103; 0.5699335; 0.9957325; -0.0922869; -0.0016823; 33.1519600; -0.1009788; 0.2002430; 4.6273473; 5.2522330
8.6500490; 1.7573154; 0.3072732; 0.5894585; 0.9980335; -0.0626832; -0.0004506; 33.3516397; -0.0673641; 0.1364978; 4.8487076; 5.2475536
8.6607411; 1.9567277; 0.3000000; 0.5935416; 0.9989246; -0.0463637; 0.0000000; 33.5513380; -0.0474675; 0.0625970; 5.0602094; 5.2428784
8.6692261; 2.1562453; 0.3000980; 0.5937096; 0.9992017; -0.0399503; 0.0000980; 33.7510366; -0.0406309; 0.0061959; 5.2630415; 5.2382073
8.6770498; 2.3557960; 0.3013655; 0.5942288; 0.9992458; -0.0388317; 0.0003150; 33.9507409; -0.0401152; -0.0001200; 5.4581707; 5.2335404
8.6848263; 2.5553511; 0.3022862; 0.5950195; 0.9992364; -0.0390714; 0.0005475; 34.1504475; -0.0400897; 0.0004856; 5.6463957; 5.2288776
8.6926635; 2.7549030; 0.3028931; 0.5952499; 0.9992222; -0.0394340; 0.0007005; 34.3501531; -0.0399377; 0.0010337; 5.8283857; 5.2242190
8.7005816; 2.9544520; 0.3036472; 0.5962968; 0.9992049; -0.0398706; 0.0007330; 34.5498588; -0.0397073; 0.0012676; 6.0047076; 5.2195646
8.7085903; 3.1539973; 0.3058891; 0.6025004; 0.9991861; -0.0403370; 0.0006250; 34.7495645; -0.0394435; 0.0013721; 6.1758473; 5.2149143
8.7166922; 3.3535389; 0.3096234; 0.6125821; 0.9991675; -0.0407961; 0.0003705; 34.9492704; -0.0391831; 0.0012319; 6.3422242; 5.2102681
8.7248816; 3.5530769; 0.3138400; 0.6222495; 0.9991506; -0.0412077; -0.0000195; 35.1489767; -0.0389664; 0.0009350; 6.5042041; 5.2056261
8.7331465; 3.7526117; 0.3184606; 0.6315784; 0.9991364; -0.0415501; -0.0005218; 35.3486833; -0.0388156; 0.0005740; 6.6621077; 5.2009882
8.7414724; 3.9521441; 0.3234043; 0.6405965; 0.9991252; -0.0418202; -0.0011079; 35.5483904; -0.0387343; 0.0002415; 6.8162186; 5.1963545
8.7498457; 4.1516744; 0.3288096; 0.6481545; 0.9991165; -0.0420268; -0.0017513; 35.7480976; -0.0387135; -0.0000321; 6.9667885; 5.1917248
8.7582549; 4.3512032; 0.3341381; 0.6485805; 0.9991100; -0.0421810; -0.0024294; 35.9478050; -0.0387423; -0.0002551; 7.1140424; 5.1870993
8.7666905; 4.5507309; 0.3332584; 0.6351540; 0.9991053; -0.0422929; -0.0031240; 36.1475125; -0.0388105; -0.0004271; 7.2581822; 5.1824780
8.7751451; 4.7502578; 0.3248775; 0.6128672; 0.9991019; -0.0423723; -0.0038206; 36.3472199; -0.0389082; -0.0005514; 7.3993901; 5.1778607
8.7836130; 4.9497841; 0.3175547; 0.5913788; 0.9990995; -0.0424285; -0.0045089; 36.5469273; -0.0390264; -0.0006308; 7.5378308; 5.1732476
8.7920905; 5.1493100; 0.3162781; 0.5761478; 0.9990977; -0.0424700; -0.0051819; 36.7466345; -0.0391562; -0.0006690; 7.6736543; 5.1686385
8.8005755; 5.3488356; 0.3226789; 0.5689977; 0.9990963; -0.0425046; -0.0058358; 36.9463417; -0.0392900; -0.0006699; 7.8069974; 5.1640336
8.8090674; 5.5483609; 0.3337948; 0.5644276; 0.9990948; -0.0425394; -0.0064701; 37.1460489; -0.0394206; -0.0006380; 7.9379850; 5.1594328
8.8175667; 5.7478859; 0.3445146; 0.5630896; 0.9990930; -0.0425803; -0.0070867; 37.3457561; -0.0395421; -0.0005779; 8.0667321; 5.1548360
8.8260752; 5.9474105; 0.3465126; 0.5637233; 0.9990908; -0.0426326; -0.0076896; 37.5454633; -0.0396492; -0.0004948; 8.1933443; 5.1502434
8.8345957; 6.1469346; 0.3453292; 0.5640155; 0.9990879; -0.0427002; -0.0082849; 37.7451707; -0.0397380; -0.0003937; 8.3179193; 5.1456549
8.8431314; 6.3464580; 0.3441695; 0.5642836; 0.9990843; -0.0427861; -0.0088800; 37.9448782; -0.0398053; -0.0002801; 8.4405473; 2.5218292
8.8516863; 6.5459807; 0.3430889; 0.5645149; 0.9990797; -0.0428924; -0.0094832; 38.1445860; -0.0398492; -0.0001595; 8.5000000; 0.0000000
8.8602646; 6.7455023; 0.3424468; 0.5652713; 0.9990742; -0.0430198; -0.0101035; 38.3442942; -0.0398688; -0.0000372; 8.5000000; 0.0000000
8.8688704; 6.9450227; 0.3437254; 0.5699664; 0.9990678; -0.0431682; -0.0107500; 38.5440027; -0.0398644; 0.0000813; 8.5000000; 0.0000000
8.8775078; 7.1445418; 0.3446926; 0.5796433; 0.9990606; -0.0433361; -0.0114314; 38.7437117; -0.0398372; 0.0001905; 8.5000000; 0.0000000
8.8861804; 7.3440593; 0.3422387; 0.5896982; 0.9990525; -0.0435212; -0.0121557; 38.9434212; -0.0397897; 0.0002853; 8.5000000; 0.0000000
8.8948916; 7.5435752; 0.3400483; 0.5994836; 0.9990438; -0.0437201; -0.0129298; 39.1431311; -0.0397252; 0.0003604; 8.5000000; 0.0000000
8.9036434; 7.7430893; 0.3381495; 0.6089707; 0.9990347; -0.0439283; -0.0137590; 39.3428416; -0.0396482; 0.0004107; 8.5000000; 0.0000000
8.9124373; 7.9426015; 0.3365622; 0.6181381; 0.9990253; -0.0441407; -0.0146465; 39.5425525; -0.0395637; 0.0004343; 8.5000000; 0.0000000
8.9212736; 8.1421119; 0.3352987; 0.6269733; 0.9990160; -0.0443521; -0.0155936; 39.7422639; -0.0394771; 0.0004333; 8.5000000; 0.0000000
8.9301517; 8.3416204; 0.3343630; 0.6354713; 0.9990068; -0.0445579; -0.0165997; 39.9419757; -0.0393928; 0.0004097; 8.5000000; 0.0000000
8.9390699; 8.5411271; 0.3337523; 0.6436349; 0.9989981; -0.0447537; -0.0176621; 40.1416878; -0.0393154; 0.0003657; 8.5000000; 0.0000000
8.9480259; 8.7406322; 0.3334553; 0.6514704; 0.9989899; -0.0449357; -0.0187768; 40.3414002; -0.0392485; 0.0003034; 8.5000000; 0.0000000
8.9570166; 8.9401356; 0.3332832; 0.6586977; 0.9989825; -0.0451004; -0.0199382; 40.5411127; -0.0391958; 0.0002244; 8.5000000; 0.0000000
8.9660382; 9.1396377; 0.3314728; 0.6617371; 0.9989759; -0.0452448; -0.0211393; 40.7408253; -0.0391602; 0.0001317; 8.5000000; 0.0000000
8.9750864; 9.3391386; 0.3261030; 0.6508877; 0.9989704; -0.0453663; -0.0223721; 40.9405377; -0.0391445; 0.0000258; 8.5000000; 0.0000000
8.9841564; 9.5386385; 0.3193289; 0.6270530; 0.9989661; -0.0454623; -0.0236275; 41.1402498; -0.0391510; -0.0000916; 8.5000000; 0.0000000
8.9932428; 9.7381376; 0.3159106; 0.6072476; 0.9989629; -0.0455309; -0.0248956; 41.3399614; -0.0391818; -0.0002170; 8.5000000; 0.0000000
9.0023400; 9.9376363; 0.3166031; 0.5976728; 0.9989611; -0.0455705; -0.0261657; 41.5396724; -0.0392385; -0.0003506; 8.5000000; 0.0000000
9.0114422; 10.1371347; 0.3166627; 0.5953661; 0.9989607; -0.0455798; -0.0274265; 41.7393826; -0.0393224; -0.0004897; 8.5000000; 0.0000000
9.0205430; 10.3366331; 0.3167537; 0.5933558; 0.9989617; -0.0455578; -0.0286665; 41.9390918; -0.0394345; -0.0006334; 8.5000000; 0.0000000
9.0296363; 10.5361320; 0.3170578; 0.5914192; 0.9989642; -0.0455037; -0.0298734; 42.1387998; -0.0395756; -0.0007799; 8.5000000; 0.0000000
9.0387156; 10.7356314; 0.3191053; 0.5906630; 0.9989681; -0.0454170; -0.0310350; 42.3385065; -0.0397461; -0.0009280; 8.5000000; 0.0000000
9.0477743; 10.9351318; 0.3217412; 0.5913140; 0.9989735; -0.0452978; -0.0321388; 42.5382117; -0.0399462; -0.0010761; 8.5000000; 0.0000000
9.0568059; 11.1346334; 0.3208437; 0.5914433; 0.9989804; -0.0451460; -0.0331725; 42.7379154; -0.0401758; -0.0012229; 8.5000000; 0.0000000
9.0658040; 11.3341366; 0.3192160; 0.5915721; 0.9989887; -0.0449621; -0.0341238; 42.9376174; -0.0404344; -0.0013671; 8.5000000; 0.0000000
9.0747622; 11.5336415; 0.3174128; 0.5918762; 0.9989984; -0.0447467; -0.0349805; 43.1373177; -0.0407214; -0.0015072; 8.5000000; 0.0000000
9.0836743; 11.7331485; 0.3156095; 0.5924200; 0.9990093; -0.0445009; -0.0357309; 43.3370163; -0.0410358; -0.0016417; 8.5000000; 0.0000000
9.0925344; 11.9326577; 0.3157824; 0.5934064; 0.9990216; -0.0442258; -0.0363636; 43.5367134; -0.0413764; -0.0017693; 8.5000000; 0.0000000
9.1013368; 12.1321696; 0.3181510; 0.5942881; 0.9990349; -0.0439231; -0.0368680; 43.7364088; -0.0417416; -0.0018885; 8.5000000; 0.0000000
9.1100761; 12.3316842; 0.3182535; 0.5940639; 0.9990493; -0.0435946; -0.0372338; 43.9361029; -0.0421296; -0.0019976; 8.5000000; 0.0000000
9.1187474; 12.5312018; 0.3170869; 0.5937300; 0.9990646; -0.0432424; -0.0374519; 44.1357958; -0.0425383; -0.0020951; 8.5000000; 0.0000000
9.1273462; 12.7307225; 0.3155409; 0.5937741; 0.9990807; -0.0428690; -0.0375140; 44.3354877; -0.0429651; -0.0021792; 8.5000000; 0.0000000
9.1358686; 12.9302465; 0.3137768; 0.5942313; 0.9990974; -0.0424774; -0.0374126; 44.5351790; -0.0434071; -0.0022483; 8.5000000; 0.0000000
9.1443112; 13.1297739; 0.3134609; 0.5951828; 0.9991146; -0.0420705; -0.0371418; 44.7348699; -0.0438614; -0.0023004; 8.5000000; 0.0000000
9.1526713; 13.3293047; 0.3151373; 0.5960961; 0.9991322; -0.0416522; -0.0366968; 44.9345608; -0.0443241; -0.0023337; 8.5000000; 0.0000000
9.1609470; 13.5288391; 0.3148361; 0.5960308; 0.9991498; -0.0412262; -0.0360744; 45.1342522; -0.0447914; -0.0023462; 8.5000000; 0.0000000
9.1691373; 13.7283770; 0.3127520; 0.5957433; 0.9991675; -0.0407970; -0.0352730; 45.3339444; -0.0452589; -0.0023359; 8.5000000; 0.0000000
9.1772420; 13.9279183; 0.3102441; 0.5958769; 0.9991848; -0.0403694; -0.0342930; 45.5336378; -0.0457219; -0.0023006; 8.5000000; 0.0000000
9.1852618; 14.1274632; 0.3073819; 0.5962337; 0.9992017; -0.0399484; -0.0331365; 45.7333329; -0.0461751; -0.0022381; 8.5000000; 0.0000000
9.1931987; 14.3270113; 0.3049123; 0.5950559; 0.9992180; -0.0395399; -0.0318081; 45.9330299; -0.0466130; -0.0021463; 8.5000000; 0.0000000
9.2010557; 14.5265626; 0.3055004; 0.5905968; 0.9992334; -0.0391498; -0.0303144; 46.1327293; -0.0470293; -0.0020230; 8.5000000; 0.0000000
9.2088372; 14.7261168; 0.3111494; 0.5857413; 0.9992476; -0.0387847; -0.0286648; 46.3324313; -0.0474177; -0.0018659; 8.5000000; 0.0000000
9.2165489; 14.9256738; 0.3190745; 0.5820307; 0.9992605; -0.0384516; -0.0268713; 46.5321360; -0.0477711; -0.0016730; 8.5000000; 0.0000000
9.2241979; 15.1252332; 0.3275603; 0.5801623; 0.9992717; -0.0381578; -0.0249486; 46.7318435; -0.0480822; -0.0014422; 8.5000000; 0.0000000
9.2317927; 15.3247947; 0.3365829; 0.5827597; 0.9992811; -0.0379111; -0.0229148; 46.9315539; -0.0483433; -0.0011714; 8.5000000; 0.0000000
9.2393437; 15.5243578; 0.3437045; 0.5890386; 0.9992884; -0.0377198; -0.0207909; 47.1312669; -0.0485460; -0.0008584; 8.5000000; 0.0000000
9.2468627; 15.7239222; 0.3493243; 0.5961646; 0.9992932; -0.0375919; -0.0186012; 47.3309824; -0.0486823; -0.0005059; 8.5000000; 0.0000000
9.2543630; 15.9234873; 0.3551579; 0.6030835; 0.9992953; -0.0375344; -0.0163732; 47.5306998; -0.0487454; -0.0001250; 8.5000000; 0.0000000
9.2618593; 16.1230525; 0.3613273; 0.6096709; 0.9992947; -0.0375514; -0.0141366; 47.7304185; -0.0487308; 0.0002709; 8.5000000; 0.0000000
9.2693666; 16.3226173; 0.3679591; 0.6157975; 0.9992912; -0.0376446; -0.0119223; 47.9301380; -0.0486370; 0.0006692; 8.5000000; 0.0000000
9.2769000; 16.5221812; 0.3753988; 0.6215562; 0.9992848; -0.0378132; -0.0097611; 48.1298575; -0.0484646; 0.0010565; 8.5000000; 0.0000000
9.2844744; 16.7217435; 0.3851471; 0.6286046; 0.9992757; -0.0380535; -0.0076832; 48.3295764; -0.0482174; 0.0014197; 8.5000000; 0.0000000
9.2921034; 16.9213037; 0.3932842; 0.6364053; 0.9992640; -0.0383593; -0.0057167; 48.5292941; -0.0479012; 0.0017458; 8.5000000; 0.0000000
9.2997994; 17.1208613; 0.3867392; 0.6369739; 0.9992500; -0.0387220; -0.0038869; 48.7290102; -0.0475249; 0.0020221; 8.5000000; 0.0000000
9.3075725; 17.3204160; 0.3705185; 0.6310989; 0.9992341; -0.0391302; -0.0022148; 48.9287244; -0.0470995; 0.0022367; 8.5000000; 0.0000000
9.3154306; 17.5199673; 0.3554322; 0.6241319; 0.9992168; -0.0395706; -0.0007167; 49.1284366; -0.0466385; 0.0023784; 8.5000000; 0.0000000
9.3233785; 17.7195150; 0.3415350; 0.6160274; 0.9991986; -0.0400274; 0.0005970; 49.3281469; -0.0461575; 0.0024372; 8.5000000; 0.0000000
9.3314179; 17.9190591; 0.3290601; 0.6069861; 0.9991802; -0.0404832; 0.0017225; 49.5278556; -0.0456739; 0.0024042; 8.5000000; 0.0000000
9.3395467; 18.1185996; 0.3198959; 0.5992182; 0.9991625; -0.0409189; 0.0026634; 49.7275628; -0.0452068; 0.0022716; 8.5000000; 0.0000000
9.3477587; 18.3181366; 0.3162718; 0.5968485; 0.9991462; -0.0413139; 0.0034312; 49.9272690; -0.0447768; 0.0020329; 8.5000000; 0.0000000
9.3560438; 18.5176707; 0.3143188; 0.5987409; 0.9991324; -0.0416469; 0.0040457; 50.1269747; -0.0444051; 0.0016872; 8.5000000; -6.3357431
9.3643871; 18.7172023; 0.3111736; 0.6005945; 0.9991222; -0.0418908; 0.0045362; 50.3266802; -0.0441186; 0.0011780; 8.3498292; -10.0734244
9.3727664; 18.9167323; 0.3088781; 0.6016036; 0.9991177; -0.0419978; 0.0049462; 50.5263861; -0.0439644; 0.0003587; 8.1053409; -10.1004323
9.3811494; 19.1162620; 0.3072578; 0.6019428; 0.9991208; -0.0419230; 0.0053400; 50.7260925; -0.0439883; -0.0006021; 7.8525580; -10.1004379
9.3895063; 19.3157926; 0.3061746; 0.6018221; 0.9991269; -0.0417783; 0.0057766; 50.9257994; -0.0440855; -0.0003397; 7.5913623; -10.0217527
9.3978514; 19.5153241; 0.3062255; 0.6013989; 0.9991234; -0.0418629; 0.0062255; 51.1255052; -0.0439421; 0.0018252; 7.3229995; -9.8794970
9.4062530; 19.7148533; 0.3091208; 0.6004289; 0.9991032; -0.0423416; 0.0065384; 51.3252085; -0.0432965; 0.0046564; 7.0484519; -9.7562016
9.4147879; 19.9143769; 0.3130543; 0.5983902; 0.9990668; -0.0431928; 0.0065290; 51.5249089; -0.0420773; 0.0075558; 6.7664074; -9.6637682
9.4235273; 20.1138914; 0.3128915; 0.5960963; 0.9990146; -0.0443829; 0.0060119; 51.7246080; -0.0402989; 0.0102507; 6.4749347; -9.5951462
9.4325356; 20.3133944; 0.3108552; 0.5956800; 0.9989469; -0.0458824; 0.0048146; 51.9243098; -0.0379913; 0.0128589; 6.1719280; -9.5698880
9.4418687; 20.5128819; 0.3063088; 0.5977746; 0.9988658; -0.0476135; 0.0027812; 52.1240194; -0.0352298; 0.0147812; 5.8541182; -9.5691964
9.4513905; 20.7123549; 0.3000000; 0.6017019; 0.9988992; -0.0469084; 0.0000000; 52.3237387; -0.0325584; 0.0118478; 5.5180594; -8.9383618
9.4599337; 20.9118668; 0.3035921; 0.5967969; 0.9993468; -0.0361371; -0.0024956; 52.5234328; -0.0272978; 0.0417275; 5.1845155; -7.3677721
9.4649478; 21.1115041; 0.3336284; 0.5704111; 0.9999255; -0.0122094; -0.0034268; 52.7230655; -0.0120356; 0.1121971; 4.8925126; -6.1155577
9.4640571; 21.3112045; 0.3725651; 0.5425255; 0.9997348; 0.0230309; -0.0029949; 52.9226630; 0.0174346; 0.1829508; 4.6361908; -5.1129065
9.4549874; 21.5106918; 0.4136531; 0.5133193; 0.9975675; 0.0697065; -0.0017446; 53.1222667; 0.0610074; 0.2534657; 4.4104746; -4.3079831
9.4354485; 21.7094156; 0.4569088; 0.4821014; 0.9917880; 0.1278925; -0.0001655; 53.3219285; 0.1185810; 0.3232374; 4.2109115; -3.6437872
9.4031366; 21.9064511; 0.5027826; 0.4484858; 0.9802798; 0.1976147; 0.0013452; 53.5216875; 0.1900457; 0.3927448; 4.0344181; -3.0623783
9.3557646; 22.1003966; 0.5514298; 0.4123856; 0.9603896; 0.2786606; 0.0024949; 53.7215606; 0.2754496; 0.4630956; 3.8798821; -2.4711137
9.2911336; 22.2892657; 0.6029224; 0.3740443; 0.9289163; 0.3702897; 0.0030670; 53.9215363; 0.3752624; 0.5374631; 3.7505437; -1.7685688
9.2072614; 22.4703841; 0.6597075; 0.3351641; 0.8820932; 0.4710749; 0.0028259; 54.1215706; 0.4905192; 0.6183443; 3.6551679; -0.7650184
9.1025256; 22.6402609; 0.7316506; 0.3045838; 0.8155049; 0.5787501; 0.0014787; 54.3215615; 0.6228677; 0.7096363; 3.6131318; -0.0290967
8.9759743; 22.7945386; 0.8008655; 0.3011589; 0.7253750; 0.6883539; -0.0011589; 54.5213201; 0.7700582; 0.7666889; 3.6115233; -0.0290967
8.8284144; 22.9288706; 0.7257659; 0.3176031; 0.6186432; 0.7856721; -0.0044386; 54.7206656; 0.9157133; 0.6899368; 3.6099141; 0.9800311
8.6636939; 23.0415397; 0.5910082; 0.3552085; 0.5104291; 0.8599198; -0.0073020; 54.9196223; 1.0446181; 0.6015602; 3.6637252; 1.8953844
8.4863589; 23.1331476; 0.5354405; 0.3921021; 0.4082130; 0.9128867; -0.0094064; 55.1183744; 1.1563768; 0.5185767; 3.7656149; 2.6150239
8.3001779; 23.2051570; 0.5068198; 0.4187310; 0.3145592; 0.9492378; -0.0105385; 55.3170733; 1.2523226; 0.4428879; 3.9018248; 3.2234072
8.1080707; 23.2594931; 0.4758523; 0.4478105; 0.2315186; 0.9728305; -0.0105841; 55.5158592; 1.3337989; 0.3735483; 4.0634459; 3.7952885
7.9122436; 23.2984341; 0.4431433; 0.4786904; 0.1605831; 0.9870223; -0.0096135; 55.7148291; 1.4019010; 0.3088303; 4.2458621; 4.3923941
7.7142753; 23.3244979; 0.4093456; 0.5107187; 0.1026573; 0.9947168; -0.0078524; 55.9140263; 1.4573297; 0.2465439; 4.4476474; 5.0788472
7.5152157; 23.3403358; 0.3747262; 0.5436221; 0.0582400; 0.9983026; -0.0056103; 56.1134404; 1.5005153; 0.1861480; 4.6701117; 5.2513461
7.3156924; 23.3486807; 0.3393581; 0.5771067; 0.0276587; 0.9996174; -0.0032696; 56.3130213; 1.5317876; 0.1271657; 4.8895002; 5.2466674
7.1160220; 23.3523129; 0.3087213; 0.6013982; 0.0110465; 0.9999390; -0.0012725; 56.5126978; 1.5513073; 0.0683791; 5.0992756; 5.2419930
6.9163229; 23.3539142; 0.3000120; 0.6068615; 0.0067742; 0.9999771; 0.0000120; 56.7124042; 1.5594974; 0.0136713; 5.3005797; 5.2373227
6.7166230; 23.3554457; 0.3026176; 0.6052642; 0.0089177; 0.9999602; 0.0005737; 56.9121100; 1.5605863; -0.0026075; 5.4943437; 5.2326566
6.5169281; 23.3575482; 0.3026675; 0.6062095; 0.0121444; 0.9999263; 0.0006052; 57.1118141; 1.5594401; -0.0088302; 5.6813394; 5.2279946
6.3172410; 23.3602969; 0.3014464; 0.6084168; 0.0153801; 0.9998817; 0.0003455; 57.3115188; 1.5570284; -0.0153256; 5.8622145; 5.2233368
6.1175638; 23.3636872; 0.3001896; 0.6106548; 0.0185555; 0.9998278; 0.0000593; 57.5112244; 1.5532819; -0.0221996; 6.0375195; 5.2186831
5.9178987; 23.3677064; 0.3000154; 0.6118084; 0.0217037; 0.9997644; 0.0000154; 57.7109301; 1.5483858; -0.0268283; 6.2077262; 5.2140336
5.7182478; 23.3723786; 0.3018873; 0.6109163; 0.0251930; 0.9996826; 0.0003284; 57.9106355; 1.5434737; -0.0223273; 6.3732434; 5.2093882
5.5186155; 23.3777969; 0.3065356; 0.6072476; 0.0291042; 0.9995764; 0.0007888; 58.1103398; 1.5394074; -0.0184019; 6.5344275; 5.2047470
5.3190064; 23.3840105; 0.3146603; 0.5999221; 0.0331256; 0.9994512; 0.0011931; 58.3100421; 1.5360300; -0.0154300; 6.6915918; 5.2001099
5.1194238; 23.3910242; 0.3279846; 0.5832909; 0.0370959; 0.9993117; 0.0014159; 58.5097429; 1.5331795; -0.0131218; 6.8450133; 5.1954769
4.9198700; 23.3988152; 0.3457578; 0.5666034; 0.0408891; 0.9991637; 0.0013879; 58.7094434; 1.5307300; -0.0114147; 6.9949383; 5.1908481
4.7203460; 23.4073353; 0.3371430; 0.5724419; 0.0443743; 0.9990150; 0.0010898; 58.9091452; 1.5285505; -0.0104175; 7.1415873; 5.1862234
4.5208509; 23.4165093; 0.3232119; 0.5858376; 0.0474159; 0.9988752; 0.0005567; 59.1088493; 1.5265050; -0.0100730; 7.2851582; 5.1816028
4.3213821; 23.4262362; 0.3124814; 0.5972630; 0.0498921; 0.9987546; -0.0001243; 59.3085558; 1.5244712; -0.0102992; 7.4258295; -3.7440312
4.1219346; 23.4363924; 0.3054272; 0.6050127; 0.0517006; 0.9986626; -0.0008215; 59.5082637; 1.5223465; -0.0109831; 7.3244565; -9.4983554
3.9225024; 23.4468343; 0.3014944; 0.6096420; 0.0527335; 0.9986086; -0.0013624; 59.7079711; 1.5200229; -0.0122930; 7.0607532; -9.4983211
3.7230773; 23.4574033; 0.3000010; 0.6118334; 0.0529955; 0.9985948; -0.0015445; 59.9076765; 1.5175034; -0.0129369; 6.7868123; -9.5059483
3.5236521; 23.4679862; 0.3000468; 0.6124884; 0.0530310; 0.9985929; -0.0012561; 60.1073826; 1.5153287; -0.0088185; 6.5011046; -9.7210396
3.3242280; 23.4786046; 0.3004277; 0.6128097; 0.0533672; 0.9985750; -0.0006558; 60.3070904; 1.5140312; -0.0041743; 6.1953207; -9.8232802
3.1248082; 23.4892867; 0.3000000; 0.6138162; 0.0534776; 0.9985690; 0.0000000; 60.5067972; 1.5143454; 0.0073593; 5.8701621; -8.5646402
2.9253762; 23.4997295; 0.3004018; 0.6124329; 0.0500628; 0.9987461; 0.0004018; 60.7065040; 1.5199035; 0.0484756; 5.5712010; -7.2028984
2.7258728; 23.5086963; 0.3147062; 0.5955305; 0.0378436; 0.9992837; 0.0002596; 60.9062147; 1.5348761; 0.1015540; 5.3067510; -6.0223069
2.5262433; 23.5140593; 0.3586965; 0.5603268; 0.0138264; 0.9999044; -0.0003521; 61.1059209; 1.5606541; 0.1566657; 5.0750797; -5.0097925
2.3265490; 23.5134058; 0.4018195; 0.5261851; -0.0224026; 0.9997490; -0.0012098; 61.3056002; 1.5974860; 0.2122950; 4.8739754; -4.1046125
2.1270697; 23.5043039; 0.4443439; 0.4928719; -0.0707627; 0.9974932; -0.0020964; 61.5052273; 1.6455075; 0.2687933; 4.7028021; -3.2479552
1.9283939; 23.4843456; 0.4862222; 0.4604633; -0.1310892; 0.9913706; -0.0028259; 61.7047837; 1.7049294; 0.3265492; 4.5628048; -2.3687036
1.7315073; 23.4511693; 0.5271115; 0.4293176; -0.2030683; 0.9791646; -0.0032425; 61.9042662; 1.7760669; 0.3862306; 4.4579346; -1.3599187
1.5378845; 23.4025017; 0.5664587; 0.3999789; -0.2860959; 0.9582010; -0.0032282; 62.1036920; 1.8594377; 0.4492072; 4.3965965; -0.0430834
1.3495780; 23.3362371; 0.6037482; 0.3729398; -0.3790601; 0.9253720; -0.0027414; 62.3031011; 1.9559238; 0.5177899; 4.3946392; -13.8059079
1.1693023; 23.2505543; 0.6474853; 0.3422284; -0.4802159; 0.8771503; -0.0018833; 62.502; 2.0668530; 0.5942253; 3.7147123; -0.9197981
